Sentence #,Word,Tag
,حوادث,O
,پیچیده ای,O
,را,O
,پشت,O
,سر,O
,می گذارد,O
,.,O
Sentence: 3276,بازیگران,O
,این,O
,سریال,O
,عبارتند,O
,از,O
,:,O
,مسعود,B_PER
,رایگان,I_PER
,،,O
,ژاله,B_PER
,صامتی,I_PER
,،,O
,علیرضا,B_PER
,کمالی,I_PER
,،,O
,بهناز,B_PER
,جعفری,I_PER
,،,O
,قربان,B_PER
,نجفی,I_PER
,،,O
,احسان,B_PER
,امانی,I_PER
,،,O
,شهاب,B_PER
,شادابی,I_PER
,،,O
,هادی,B_PER
,عامل,I_PER
,هاشمی,I_PER
,،,O
,با,O
,معرفی,O
,ساناز,B_PER
,سعیدی,I_PER
,و,O
,با,O
,حضور,O
,هدایت,B_PER
,هاشمی,I_PER
,،,O
,رامین,B_PER
,راستاد,I_PER
,و,O
,خسرو,B_PER
,شهراز,I_PER
,.,O
Sentence: 3277,سریال,O
,نفس,O
,در,O
,گروه,B_ORG
,فیلم,I_ORG
,و,I_ORG
,سریال,I_ORG
,شبکه,I_ORG
,سه,I_ORG
,سیما,I_ORG
,تهیه,O
,می شود,O
,.,O
Sentence: 3278,شناسایی,O
,3,O
,هزار,O
,خانه,O
,برای,O
,اسکان,O
,زائران,O
,در,O
,عراق,B_LOC
,اعزام,O
,هزار,O
,روحانی,O
,به,O
,موکب های,O
,عراق,B_LOC
Sentence: 3279,رییس,O
,اتحادیه,B_ORG
,رادیو,I_ORG
,و,I_ORG
,تلویزیون های,I_ORG
,عراق,I_ORG
,گفت,O
,:,O
,امسال,B_DAT
,1000,O
,روحانی,O
,به,O
,موکب های,O
,عراق,B_LOC
,اعزام,O
,می شوند,O
,که,O
,200,O
,نفر,O
,عرب زبان,O
,و,O
,800,O
,نفر,O
,فارسی زبان,O
,هستند,O
,.,O
Sentence: 3280,شناسایی,O
,3,O
,هزار,O
,خانه,O
,برای,O
,اسکان,O
,زائران,O
,در,O
,عراق,B_LOC
,اعزام,O
,هزار,O
,روحانی,O
,به,O
,موکب های,O
,عراق,B_LOC
Sentence: 3281,دین,O
,و,O
,اندیشه,O
,دین,O
,-,O
,همشهری,B_ORG
,آنلاین,I_ORG
,:,O
,رییس,O
,اتحادیه,B_ORG
,رادیو,I_ORG
,و,I_ORG
,تلویزیون های,I_ORG
,عراق,I_ORG
,گفت,O
,:,O
,امسال,B_DAT
,1000,O
,روحانی,O
,به,O
,موکب های,O
,عراق,B_LOC
,اعزام,O
,می شوند,O
,که,O
,200,O
,نفر,O
,عرب زبان,O
,و,O
,800,O
,نفر,O
,فارسی زبان,O
,هستند,O
,.,O
Sentence: 3282,به,O
,گزارش,O
,ایسنا,B_ORG
,،,O
,حجت الاسلام,O
,سید,B_PER
,حمید,I_PER
,حسینی,I_PER
,در,O
,جلسه,O
,ستاد,O
,هماهنگی,O
,اربعین,O
,،,O
,عنوان,O
,کرد,O
,:,O
,حضور,O
,مردم,O
,ایران,B_LOC
,در,O
,عراق,B_LOC
,یکی,O
,از,O
,برکات,O
,مهمی,O
,بود,O
,که,O
,باید,O
,از,O
,این,O
,ظرفیت,O
,به,O
,خوبی,O
,استفاده,O
,شود,O
,.,O
Sentence: 3283,آشنایی,O
,با,O
,اربعین,O
,حسینی,O
,(ع),O
Sentence: 3284,رییس,O
,اتحادیه,B_ORG
,رادیو,I_ORG
,و,I_ORG
,تلویزیون های,I_ORG
,عراق,I_ORG
,افزود,O
,:,O
,سال,B_DAT
,گذشته,I_DAT
,1,O
,میلیون,O
,و,O
,600,O
,هزار,O
,ایرانی,O
,در,O
,پیاده روی,O
,اربعین,O
,حضور,O
,یافتند,O
,و,O
,پیش بینی,O
,می شود,O
,4,O
,میلیون,O
,نفر,O
,نیز,O
,امسال,B_DAT
,از,O
,ایران,B_LOC
,عازم,O
,شوند,O
,که,O
,در,O
,این,O
,باره,O
,مشارکت,O
,ایران,B_LOC
,در,O
,برپایی,O
,موکب های,O
,پذیرایی,O
,امری,O
,مهم,O
,است,O
,.,O
Sentence: 3285,وی,O
,اظهار,O
,کرد,O
,:,O
,در,O
,ستاد,B_ORG
,اربعین,I_ORG
,11,O
,کمیسیون,O
,تخصصی,O
,تشکیل,O
,شده,O
,که,O
,2,O
,کمیسیون,O
,را,O
,فرهنگی,O
,تشکیل,O
,می دهد,O
,.,O
Sentence: 3286,در,O
,این,O
,باره,O
,نیز,O
,جلسات,O
,زیادی,O
,تشکیل,O
,شده,O
,تا,O
,بهترین,O
,شرایط,O
,را,O
,در,O
,تامین,O
,امکانات,O
,جهت,O
,حضور,O
,زائران,O
,فراهم,O
,کنیم,O
,.,O
Sentence: 3287,حجت الاسلام,O
,حسینی,B_PER
,بیان,O
,کرد,O
,:,O
,هم چنین,O
,3,O
,هزار,O
,خانه,O
,در,O
,عراق,B_LOC
,در,O
,جهت,O
,خدمت,O
,به,O
,زائران,O
,شناسایی,O
,شده,O
,که,O
,می تواند,O
,پذیرای,O
,زائران,O
,باشد,O
,.,O
Sentence: 3288,وی,O
,با,O
,تاکید,O
,بر,O
,جایگاه,O
,رسانه,O
,در,O
,نمایش,O
,حضور,O
,زائران,O
,در,O
,اربعین,O
,حسینی,O
,خاطرنشان,O
,کرد,O
,:,O
,بیش,O
,از,O
,80,O
,شبکه,O
,در,O
,اختیار,O
,کشور,B_LOC
,عراق,I_LOC
,است,O
,که,O
,می توان,O
,با,O
,پوشش,O
,قرار,O
,دادن,O
,برنامه های,O
,مختلف,O
,ظرفیت,O
,خوبی,O
,را,O
,ایجاد,O
,کرد,O
,و,O
,حتی,O
,با,O
,حضور,O
,خبرنگاران,O
,عراقی,O
,در,O
,قم,B_LOC
,و,O
,یا,O
,خبرنگاران,O
,ایرانی,O
,در,O
,عراق,B_LOC
,برنامه های,O
,خوبی,O
,را,O
,به,O
,نمایش,O
,گذاشت,O
,.,O
Sentence: 3289,معاون,O
,حشد,B_ORG
,الشعبی,I_ORG
,عراق,I_ORG
,بیان,O
,کرد,O
,:,O
,برخی,O
,تصور,O
,می کنند,O
,پیاده روی,O
,در,O
,عراق,B_LOC
,تنها,O
,80,O
,کیلومتر,O
,است,O
,،,O
,در,O
,حالی,O
,که,O
,از,O
,مسیرهای,O
,مختلف,O
,1000,O
,کیلومتر,O
,می شود,O
,که,O
,اگر,O
,زائران,O
,مسیرهای,O
,دیگر,O
,را,O
,انتخاب,O
,کنند,O
,می توانند,O
,مردم,O
,عراق,B_LOC
,را,O
,با,O
,فرهنگ,O
,دینی,O
,خود,O
,آشنا,O
,کنند,O
,.,O
Sentence: 3290,حسینی,B_PER
,با,O
,اشاره,O
,به,O
,تشویق,O
,موکب های,O
,عراقی,O
,گفت,O
,:,O
,11,O
,گروه,O
,در,O
,جهت,O
,تشویق,O
,موکب های,O
,عراق,B_LOC
,از,O
,ایران,B_LOC
,حضور,O
,پیدا,O
,می کنند,O
,که,O
,8,O
,گروه,O
,از,O
,بیت,B_ORG
,رهبری,I_ORG
,هستند,O
,از,O
,طرفی,O
,نیز,O
,72,O
,موکب,O
,عراقی,O
,نیز,O
,به,O
,ایران,B_LOC
,در,B_DAT
,یک,I_DAT
,سال,I_DAT
,گذشته,I_DAT
,اعزام,O
,شده اند,O
,.,O
Sentence: 3291,وی,O
,تصریح,O
,کرد,O
,:,O
,مکان,O
,یابی های,O
,لازم,O
,برای,O
,استقرار,O
,موکب ها,O
,نیز,O
,انجام,O
,شده,O
,که,O
,40,O
,هزار,O
,متر,O
,زمین,O
,در,O
,این,O
,باره,O
,جانمایی,O
,شده,O
,است,O
,.,O
Sentence: 3292,رییس,O
,اتحادیه,B_ORG
,رادیو,I_ORG
,و,I_ORG
,تلویزیون های,I_ORG
,عراق,I_ORG
,اظهار,O
,کرد,O
,:,O
,هم چنین,O
,17,O
,پرچم,O
,50,O
,متری,O
,با,O
,اسامی,O
,اهل بیت,O
,(ع),O
,و,O
,علم,O
,135,O
,متری,O
,در,O
,مسیر,O
,مستقر,O
,می شود,O
,که,O
,می تواند,O
,از,O
,نشانه های,O
,خوبی,O
,در,O
,جهت,O
,حرکت,O
,زائران,O
,در,O
,مسیر,O
,به,O
,شمار,O
,رود,O
,.,O
Sentence: 3293,وی,O
,گفت,O
,:,O
,امسال,B_DAT
,در,O
,کربلا,B_LOC
,بیش,O
,از,O
,40,O
,برنامه,O
,از,O
,شبکه های,O
,تلویزیونی,O
,ایران,B_LOC
,به طور,O
,زنده,O
,پخش,O
,خواهد,O
,شد,O
,.,O
Sentence: 3294,حسینی,B_PER
,در,O
,پایان,O
,گفت,O
,:,O
,امسال,B_DAT
,1000,O
,روحانی,O
,از,O
,سوی,O
,اوقاف,B_ORG
,در,O
,موکب ها,O
,مستقر,O
,است,O
,که,O
,200,O
,نفر,O
,آن ها,O
,عرب زبان,O
,و,O
,800,O
,نفر,O
,فارسی زبان,O
,هستند,O
,هم چنین,O
,حج,O
,و,O
,زیارت,O
,نیز,O
,امکاناتی,O
,را,O
,در,O
,اختیار,O
,زائران,O
,قرار,O
,داده,O
,است,O
,.,O
Sentence: 3295,زندگینامه,O
,:,O
,فریدون,B_PER
,نوزاد,I_PER
,(,O
,1301-1395,B_DAT
,),O
Sentence: 3296,فریدون,B_PER
,نوزاد,I_PER
,ششم,B_DAT
,بهمن ماه,I_DAT
,1306,I_DAT
,در,O
,محله,B_LOC
,درویش,I_LOC
,مخلص,I_LOC
,رشت,B_LOC
,متولد,O
,شد,O
,.,O
Sentence: 3297,زندگینامه,O
,:,O
,فریدون,B_PER
,نوزاد,I_PER
,(,O
,1301-1395,B_DAT
,),O
Sentence: 3298,فرهنگ,O
,ادبیات,O
,-,O
,همشهری,B_ORG
,آنلاین,I_ORG
,:,O
,فریدون,B_PER
,نوزاد,I_PER
,ششم,B_DAT
,بهمن ماه,I_DAT
,1306,I_DAT
,در,O
,محله,B_LOC
,درویش,I_LOC
,مخلص,I_LOC
,رشت,I_LOC
,متولد,O
,شد,O
,.,O
Sentence: 3299,تحصیلات,O
,ابتدایی,O
,را,O
,در,O
,رشت,B_LOC
,و,O
,سه,O
,سال,O
,نخست,O
,متوسطه,O
,را,O
,در,O
,دبیرستان,B_LOC
,شاپور,I_LOC
,و,I_LOC
,قاآنی,I_LOC
,رشت,I_LOC
,و,O
,سه ساله,O
,دوم,O
,را,O
,در,O
,تهران,B_LOC
,دبیرستان,B_LOC
,نظام,I_LOC
,گذرانده,O
,است,O
,.,O
Sentence: 3300,از,O
,سال,B_DAT
,1316,I_DAT
,به,O
,تئاتر,O
,علاقه,O
,پیدا,O
,کرده,O
,و,O
,به,O
,علت,O
,ذوق,O
,و,O
,شوقی,O
,که,O
,داشت,O
,در,O
,نمایش های,O
,دبیرستانی,O
,مشارکت,O
,کرد,O
,.,O
Sentence: 3301,بعد,O
,از,O
,مدتی,O
,در,O
,شرکت,B_ORG
,هنر,I_ORG
,و,O
,سپس,O
,در,O
,استودیو,B_ORG
,درام,I_ORG
,رشت,I_ORG
,نام نویسی,O
,کرد,O
,و,O
,پس,O
,از,O
,تعطیلی,O
,در,O
,کلاس,O
,تئاتر,O
,دریابیگی,B_PER
,،,O
,تجربه,O
,حضور,O
,در,O
,جلسات,O
,تاتر,O
,عبدالحسین,B_PER
,نوشین,I_PER
,را,O
,پیدا,O
,کرد,O
,و,O
,مدتی,O
,نیز,O
,در,O
,کلاس,O
,تئاتر,O
,پرفسور,O
,داویدسن,B_PER
,حضور,O
,پیدا,O
,یافت,O
,و,O
,تجربه های,O
,نظری,O
,خود,O
,را,O
,در,O
,زمینه,O
,تاتر,O
,و,O
,نمایش,O
,غنا,O
,بخشید,O
,.,O
Sentence: 3302,پس,O
,از,O
,این,O
,آموزش ها,O
,بود,O
,که,O
,به,O
,شکل,O
,جدی تری,O
,به,O
,تاتر,O
,روی,O
,آورد,O
,و,O
,تا,O
,1332,O
,به جد,O
,تئاتر,O
,را,O
,پی,O
,گرفت,O
,.,O
Sentence: 3303,فعالیت های,O
,او,O
,در,O
,حوزه,O
,نمایش,O
,و,O
,تاتر,O
,به,O
,ایفای,O
,نقش,O
,منحصر,O
,نماند,O
,،,O
,بلکه,O
,او,O
,دستی,O
,هم,O
,در,O
,نمایشنامه نویسی,O
,داشت,O
,و,O
,نخستین,O
,کتاب,O
,وی,O
,،,O
,نمایشنامه,O
,در,O
,راه,O
,مکه,B_LOC
,یا,O
,شهادت,O
,خواجه,B_PER
,نظام الملک,I_PER
,بوده,O
,که,O
,در,O
,سالهای,B_DAT
,22-23,I_DAT
,نوشته,O
,شد,O
,.,O
Sentence: 3304,علاقه مندی,O
,او,O
,به تحقیق,O
,درباره,O
,پیشینه,O
,تاتر,O
,منطقه,O
,گیلان,B_LOC
,سبب,O
,شد,O
,تا,O
,در,O
,همان,O
,سال ها,O
,نخستین,O
,کسی,O
,باشد,O
,که,O
,در,O
,زمینه,O
,ریشه های,O
,تاریخی,O
,تاتر,O
,منطقه,O
,خود,O
,دست,O
,به,O
,پژوهش,O
,زند,O
,که,O
,حاصل,O
,آن,O
,کتاب,O
,تاریخ,O
,تئاتر,O
,گیلان,B_LOC
,شد,O
,که,O
,در,O
,سال,B_DAT
,28,I_DAT
,-,I_DAT
,29,I_DAT
,آن,O
,را,O
,نوشت,O
,.,O
Sentence: 3305,علاوه,O
,بر,O
,آن,O
,نوزاد,O
,فعالیت های,O
,مطبوعاتی,O
,هم,O
,داشت,O
,و,O
,در,O
,سال,B_DAT
,1332,I_DAT
,صاحب امتیاز,O
,روزنامه,B_ORG
,انسان,I_ORG
,سوسیالیست,I_ORG
,شد,O
,که,O
,پس,O
,از,O
,کودتای,O
,28,B_DAT
,مرداد,I_DAT
,1332,I_DAT
,امتیاز,O
,آن,O
,لغو,O
,شد,O
,.,O
Sentence: 3306,فریدون,B_PER
,نوزاد,I_PER
,زمانی,O
,هم,O
,سردبیر,O
,هفته نامه,B_ORG
,صفدر,I_ORG
,بود,O
,.,O
Sentence: 3307,بخشی,O
,دیگر,O
,از,O
,علایق,O
,نوزاد,B_PER
,به,O
,تاریخ,O
,معاصر,O
,گیلان,B_LOC
,و,O
,فعالان,O
,سیاسی,O
,آن,O
,اختصاص,O
,داشت,O
,که,O
,حاصل,O
,آن,O
,در,O
,کتاب های,O
,نامه های,O
,احمدخان,B_PER
,گیلانی,I_PER
,،,O
,تاریخ,O
,جراید,O
,و,O
,مجلات,O
,گیلان,B_LOC
,از,O
,آغاز,O
,تا,O
,عصر,O
,انقلاب,O
,،,O
,نقش,O
,احسان لله,B_PER
,خان,I_PER
,در,O
,جنبش,O
,جنگل,O
,از جمله,O
,آنهاست,O
,.,O
Sentence: 3308,فرهنگ,O
,گیله,O
,گپ,O
,را,O
,باید,O
,ماندگارترین,O
,اثر,O
,تالیفی,O
,فریدون,B_PER
,نوزاد,I_PER
,نام,O
,نهاد,O
,که,O
,به,O
,گفته,O
,خودش,O
,حاصل,O
,45,O
,سال,O
,تامل,O
,در,O
,واژه ها,O
,و,O
,آیین ها,O
,و,O
,مناسک,O
,و,O
,گویش,O
,گیلگی,O
,است,O
,.,O
Sentence: 3309,گیله,O
,گپ,O
,واژه های,O
,گفتاری,O
,و,O
,نوشتاری,O
,مردم,O
,رشت,B_LOC
,و,O
,پیرامون,O
,آن,O
,به,O
,شعاع,O
,چند,O
,کیلومتری,O
,است,O
,.,O
Sentence: 3310,بسیاری,O
,از,O
,واژه های,O
,دیرین,O
,و,O
,فراموش,O
,شده,O
,گیلکی,O
,که,O
,امروزه,O
,کاربرد,O
,ندارند,O
,،,O
,در,O
,این,O
,فرهنگ,O
,گردآوری,O
,شده اند,O
,.,O
Sentence: 3311,واژه های,O
,مشترک,O
,با,O
,پارسی,O
,نیز,O
,در,O
,این,O
,کتاب,O
,دیده,O
,می شود,O
,.,O
Sentence: 3312,اسامی,O
,اکثر,O
,غذاهای,O
,بومی,O
,گیلان,B_LOC
,،,O
,توضیحات,O
,کافی,O
,درباره,O
,بازی های,O
,متداول,O
,گیلان,B_LOC
,،,O
,برخی,O
,باورداشت ها,O
,و,O
,آداب,O
,و,O
,رسوم,O
,بومی,O
,از جمله,O
,موارد,O
,ذکرشده,O
,در,O
,این,O
,فرهنگ,O
,است,O
,.,O
Sentence: 3313,او,O
,دستی,O
,هم,O
,در,O
,ساخت,O
,تصنیف,O
,و,O
,ترانه سرایی,O
,داشت,O
,که,O
,از جمله,O
,آنها,O
,می توان,O
,به,O
,چند,O
,اثر,O
,با,O
,صدای,O
,اسدالله,B_PER
,خان,I_PER
,رفیع,I_PER
,سمیعی,I_PER
,اشاره,O
,کرد,O
,.,O
Sentence: 3314,در,O
,سال,B_DAT
,1394,I_DAT
,مراسمی,O
,برای,O
,نکوداشت,O
,فعالیت های,O
,فرهنگی,O
,او,O
,برگزار,O
,و,O
,کتابی,O
,با,O
,عنوان,O
,جشن نامه,O
,فریدون,B_PER
,گودرزی,I_PER
,رونمایی,O
,و,O
,منتشر,O
,شد,O
,.,O
Sentence: 3315,فریدون,B_PER
,نوزاد,I_PER
,روز,B_DAT
,13,I_DAT
,آبان ماه,I_DAT
,1395,I_DAT
,به,O
,دلیل,O
,کهولت,O
,سن,O
,و,O
,بیماری,O
,درگذشت,O
,.,O
Sentence: 3316,تقدیر,O
,از,O
,برترین های,O
,آزمون,O
,سراسری,O
,در,O
,بوشهر,B_LOC
,125,O
,داوطلب,O
,بوشهری,O
,آزمون,O
,سراسری,O
,که,O
,رتبه,O
,زیر,O
,هزار,O
,کسب,O
,کرده اند,O
,،,O
,تقدیر,O
,شدند,O
,.,O
Sentence: 3317,به,O
,گزارش,O
,خبرنگار,O
,گروه,O
,استان های,O
,باشگاه,B_ORG
,خبرنگاران,I_ORG
,جوان,I_ORG
,از,O
,بوشهر,B_LOC
,،,O
,مراسم,O
,تقدیر,O
,از,O
,این,O
,افراد,O
,با,O
,عنوان,O
,جشن,O
,ستارگان,O
,امروز,O
,با,O
,حضور,O
,استاندار,O
,بوشهر,B_LOC
,برگزار,O
,شد,O
,.,O
Sentence: 3318,به,O
,گفته,O
,مدیرکل,O
,آموزش,B_ORG
,و,I_ORG
,پرورش,I_ORG
,استان,I_ORG
,بوشهر,I_ORG
,،,O
,بر,O
,اساس,O
,آمارها,O
,در,O
,آزمون,O
,سراسری,O
,پارسال,B_DAT
,112,O
,داوطلب,O
,از,O
,استان,B_LOC
,بوشهر,I_LOC
,و,O
,امسال,B_DAT
,125,O
,نفر,O
,رتبه,O
,زیر,O
,هزار,O
,کسب,O
,کردند,O
,.,O
Sentence: 3319,ناصر,B_PER
,کرمی,I_PER
,افزود,O
,:,O
,شهرستان,B_LOC
,دشتستان,I_LOC
,با,O
,39,O
,نفر,O
,،,O
,بوشهر,B_LOC
,با,O
,26,O
,نفر,O
,و,O
,گناوه,B_LOC
,با,O
,19,O
,نفر,O
,بیشترین,O
,رتبه های,O
,زیر,O
,هزار,O
,را,O
,در,O
,آزمون,O
,سراسری,O
,امسال,B_DAT
,داشته اند,O
,.,O
Sentence: 3320,وی,O
,با,O
,اشاره,O
,به,O
,اجرای,O
,طرح,O
,تقویت,O
,بنیه,O
,علمی,O
,ویژه,O
,داوطلبان,O
,آزمون,O
,سراسری,O
,در,O
,استان,B_LOC
,بوشهر,I_LOC
,گفت,O
,:,O
,این,O
,طرح,O
,با,O
,حمایت,O
,استانداری,B_ORG
,بوشهر,I_ORG
,و,O
,با,O
,اختصاص,O
,15,B_MON
,میلیارد,I_MON
,ریال,I_MON
,اعتبار,O
,از,O
,محل,O
,اعتبارات,O
,آلایندگی,O
,و,O
,ارزش,O
,افزوده,O
,با,O
,همکاری,O
,دهیاری ها,O
,و,O
,شهرداری ها,O
,اجرا,O
,شد,O
,.,O
Sentence: 3321,کرمی,B_PER
,ادامه,O
,داد,O
,:,O
,پارسال,B_DAT
,ابتدا,O
,1656,O
,دانش آموز,O
,در,O
,این,O
,طرح,O
,مشارکت,O
,کردند,O
,که,O
,هنگام,O
,جمع بندی,O
,مطالب,O
,تعداد,O
,آنها,O
,به,O
,شش,O
,هزارو,O
,400,O
,نفر,O
,رسید,O
,.,O
Sentence: 3322,برای,O
,تغییر,O
,نگاه,O
,مردم,O
,قزاقستان,B_LOC
,به,O
,فرهنگ,O
,و,O
,زبان,O
,فارسی,O
,تلاش,O
,بیشتری,O
,خواهم,O
,کرد,O
Sentence: 3323,رئیس,O
,فرهنگستان,B_ORG
,زبان,I_ORG
,قزاقستان,I_ORG
,،,O
,گفت,O
,:,O
,از این پس,O
,در,O
,تغییر,O
,نگاه,O
,مردم,O
,و,O
,مسئولین,O
,کشورم,O
,نسبت,O
,به,O
,فرهنگ,O
,و,O
,زبان,O
,فارسی,O
,تلاش,O
,بیشتری,O
,خواهم,O
,کرد,O
,.,O
Sentence: 3324,به,O
,گزارش,O
,حوزه,O
,ادبیات,O
,گروه,O
,فرهنگی,O
,باشگاه,B_ORG
,خبرنگاران,I_ORG
,جوان,I_ORG
,به,O
,نقل,O
,از,O
,روابط,B_ORG
,عمومی,I_ORG
,بنیاد,I_ORG
,سعدی,I_ORG
,،,O
,اردن,B_PER
,کاژبک,I_PER
,،,O
,رییس,O
,فرهنگستان,B_ORG
,زبان,I_ORG
,قزاقستان,I_ORG
,،,O
,با,O
,حضور,O
,در,O
,بنیاد,B_LOC
,سعدی,I_LOC
,با,O
,معاون,O
,امور,O
,بین الملل,O
,،,O
,مدیر,O
,امور,O
,نمایندگی ها,O
,و,O
,کارشناس,O
,منطقه,O
,آسیای,B_LOC
,مرکزی,I_LOC
,و,O
,قفقاز,B_LOC
,این,O
,بنیاد,O
,،,O
,دیدار,O
,و,O
,گفت وگو,O
,کرد,O
,.,O
Sentence: 3325,سیدمحمدرضا,B_PER
,دربندی,I_PER
,،,O
,معاون,O
,امور,O
,بین الملل,O
,بنیاد,B_ORG
,سعدی,I_ORG
,در,O
,ابتدای,O
,این,O
,دیدار,O
,با,O
,اشاره,O
,به,O
,فعالیت های,O
,بنیاد,O
,در,O
,حوزه,O
,آموزش,O
,و,O
,گسترش,O
,زبان,O
,فارسی,O
,،,O
,به,O
,بررسی,O
,وضعیت,O
,زبان,O
,فارسی,O
,در,O
,گذشت,O
,کشور,B_LOC
,قزاقستان,I_LOC
,پرداخت,O
,و,O
,این,O
,کشور,O
,را,O
,یکی,O
,از,O
,هدف های,O
,ویژه,O
,در,O
,منطقه,O
,برای,O
,همکاری های,O
,گسترده تر,O
,دانست,O
,.,O
Sentence: 3326,وی,O
,خاطر نشان,O
,کرد,O
,که,O
,بنیاد,B_ORG
,سعدی,I_ORG
,در,O
,جهت,O
,گسترش,O
,زبان,O
,فارسی,O
,و,O
,حمایت,O
,از,O
,نیروی,O
,انسانی,O
,متخصص,O
,در,O
,دانشگاه های,O
,قزاقستان,B_LOC
,،,O
,تعداد,O
,10,O
,دانشجو,O
,در,O
,مقطع,O
,کارشناسی,O
,و,O
,کارشناسی ارشد,O
,را,O
,بورسیه,O
,کرده,O
,است,O
,.,O
Sentence: 3327,وی,O
,اظهار,O
,کرد,O
,:,O
,با,O
,توجه,O
,به,O
,تضعیف,O
,هویت,O
,اصیل,O
,قزاقی,O
,در,O
,بین,O
,جوانان,O
,،,O
,آنها,O
,می توانند,O
,در,O
,پرتو,O
,آموختن,O
,زبان,O
,و,O
,ادبیات,O
,فارسی,O
,و,O
,آشنایی,O
,با,O
,هفت,O
,هزار,O
,سال,O
,فرهنگ,O
,،,O
,تمدن,O
,و,O
,هنر,O
,متعالی,O
,ایران,B_LOC
,اسلامی,O
,،,O
,با,O
,ارزش های,O
,نهفته,O
,در,O
,تاریخ,O
,و,O
,فرهنگ,O
,مشترک,O
,دو,O
,کشور,O
,،,O
,مانند,O
,احترام,O
,به,O
,والدین,O
,،,O
,خانواده,O
,،,O
,انسان دوستی,O
,،,O
,مهربانی,O
,و,O
,...,O
,،,O
,نیز,O
,آشنا,O
,شوند,O
,.,O
Sentence: 3328,«,O
,اردن,B_PER
,کاژبک,I_PER
,»,O
,،,O
,رئیس,O
,فرهنگستان,B_ORG
,زبان,I_ORG
,قزاقستان,I_ORG
,نیز,O
,ضمن,O
,قدردانی,O
,از,O
,فرصتی,O
,که,O
,به,O
,ایشان,O
,داده,O
,شده,O
,،,O
,گفت,O
,:,O
,در,O
,قزاقستان,B_LOC
,،,O
,هدف,O
,دشمنان,O
,،,O
,دور,O
,کردن,O
,مردم,O
,از,O
,فرهنگ,O
,و,O
,گذشته ی,O
,آنهاست,O
,.,O
Sentence: 3329,از,O
,این,O
,رو,O
,شاهد,O
,گسترش,O
,زبان,O
,-,O
,های,O
,بیگانه,O
,در,O
,آن,O
,کشور,O
,هستیم,O
,و,O
,بنا,O
,به,O
,همین,O
,دلیل,O
,،,O
,گرایش,O
,به,O
,زبان,O
,فارسی,O
,کمتر,O
,شده,O
,است,O
,،,O
,حال آنکه,O
,تاریخ,O
,و,O
,فرهنگ,O
,ملت,O
,قزاقستان,B_LOC
,با,O
,فرهنگ,O
,و,O
,تمدن,O
,ایرانی,O
,گره,O
,خورده,O
,است,O
,و,O
,ما,O
,معتقدیم,O
,زبان,O
,فارسی,O
,،,O
,برای,O
,ما,O
,یک,O
,زبان,O
,بیگانه,O
,نیست,O
,و,O
,از,O
,ماست,O
,.,O
Sentence: 3330,وی,O
,با,O
,اشاره,O
,به,O
,دامنه,O
,گسترش,O
,زبان,O
,فارسی,O
,در,O
,بین,O
,متخصصان,O
,و,O
,عامه,O
,مردم,O
,در,O
,گذشته,O
,،,O
,خاطر نشان,O
,کرد,O
,:,O
,زبان,O
,فارسی,O
,زبان,O
,علم,O
,،,O
,ادب,O
,و,O
,فرهنگ,O
,بوده,O
,است,O
,و,O
,آثار,O
,بزرگانی,O
,مانند,O
,سعدی,B_PER
,و,O
,فردوسی,B_PER
,هنوز,O
,در,O
,بین,O
,مردم,O
,جایگاه,O
,خود,O
,را,O
,حفظ,O
,کرده,O
,است,O
,،,O
,به طوری که,O
,پس,O
,از,O
,ترجم,O
,شاهنامه,O
,به,O
,زبان,O
,قزاقی,O
,،,O
,اگر,O
,در,O
,بین,O
,عامه,O
,مردم,O
,بگویید,O
,شاهنامه,O
,ترجمه ای,O
,از,O
,زبان,O
,فارسی,O
,است,O
,،,O
,باور,O
,نمی کنند,O
,.,O
Sentence: 3331,رئیس,O
,فرهنگستان,B_ORG
,زبان,I_ORG
,قزاقی,I_ORG
,به,O
,ترجمه های,O
,غلط,O
,و,O
,ضعیف,O
,بعضی,O
,از,O
,آثار,O
,زبان,O
,فارسی,O
,به,O
,قزاقی,O
,اشاره,O
,کرد,O
,و,O
,افزود,O
,:,O
,در,O
,قزاقستان,B_LOC
,،,O
,نبود,O
,استاد,O
,اعزامی,O
,از,O
,ایران,B_LOC
,و,O
,نیروی,O
,انسانی,O
,غیر,O
,متخصص,O
,،,O
,باعث,O
,شده,O
,تا,O
,شیوایی,O
,و,O
,شیرینی,O
,این,O
,زبان,O
,،,O
,کمتر,O
,مورد,O
,توجه,O
,قرار,O
,گیرد,O
,.,O
Sentence: 3332,وی,O
,تاکید,O
,کرد,O
,:,O
,از این پس,O
,در,O
,تغییر,O
,نگاه,O
,مردم,O
,و,O
,مسئولین,O
,کشورم,O
,نسبت,O
,به,O
,فرهنگ,O
,و,O
,زبان,O
,فارسی,O
,تلاش,O
,بیشتری,O
,خواهم,O
,کرد,O
,.,O
Sentence: 3333,اردن,B_PER
,کاژبک,I_PER
,در,O
,پایان,O
,از,O
,بنیاد,B_ORG
,سعدی,I_ORG
,خواست,O
,تا,O
,زمینه,O
,راه اندازی,O
,آموزش,O
,زبان,O
,قزاقی,O
,به,O
,عنوان,O
,واحد,O
,انتخابی,O
,در,O
,یکی,O
,از,O
,دانشگاه های,O
,ایران,B_LOC
,را,O
,فراهم,O
